[Testování Temporary Voice Kanálů] | [verify] | [Danix25#8367] @ 2021-05-23 15:14:41.443000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:04:52.303000: <@736295774232510504> ukradl si 497 peněz
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:05:07.143000: !buy Hodinky
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:05:07.297000: Získal si 1 Hodinky
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:05:13.073000: !buy notebook
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:05:13.256000: Získal si 1 notebook
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:05:29.278000: !buy j
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:05:29.658000: Tento předmět zde není
[MaxWorld5] | [ovládání-music-botů] | [EliteMaxX5#3083] @ 2021-05-24 09:05:44.776000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 09:05:44.987000: 
[MaxWorld5] | [příchody-a-odchody-lidí] | [MEE6#0000] @ 2021-05-24 09:07:11.361000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:29:46.838000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:29:47.156000: <@798816012027559936> okradl EliteMaxX5#3083 o 2293 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:29:52.501000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:29:52.756000: <@798816012027559936> okradl EliteMaxX5#3083 o 889 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:00.692000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:00.892000: <@798816012027559936> okradl EliteMaxX5#3083 o 541 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:01.774000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:02.078000: <@798816012027559936> okradl EliteMaxX5#3083 o 178 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:02.921000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:03.128000: <@798816012027559936> okradl EliteMaxX5#3083 o 59 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:03.864000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:04.178000: <@798816012027559936> okradl EliteMaxX5#3083 o 55 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:04.912000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:05.115000: <@798816012027559936> okradl EliteMaxX5#3083 o 19 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:05.992000: !rob <@!736295774232510504>
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:06.199000: Je zbytečné ho okrádat, když nemáš o co :(
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:29.511000: !work
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:29.756000: <@798816012027559936> získal si 1 peněz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:30:32.578000: !crime
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:30:32.842000: <@798816012027559936> ukradl si 105 peněz
[Testování Temporary Voice Kanálů] | [reaction-role] | [Danix25#8367] @ 2021-05-24 12:30:53.610000: !bal
[Testování Temporary Voice Kanálů] | [reaction-role] | [FlashWolf#2907] @ 2021-05-24 12:30:53.783000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:32:57.517000: !help
[MaxWorld5] | [ovládání-music-botů] | [Rythm#3722] @ 2021-05-24 12:32:57.708000: 
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:32:57.787000: 
[MaxWorld5] | [ovládání-music-botů] | [MEE6#4876] @ 2021-05-24 12:32:57.748000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:33:08.633000: !slots 1000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:33:08.879000: ['O', 'X', 'X']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:33:09.134000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:33:13.148000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:33:13.360000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:33:51.075000: !slots 2000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:33:51.380000: ['O', 'X', 'X']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:33:51.696000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:00.110000: !slots 6000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:00.323000: ['Q', 'O', 'Q']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:01.172000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:09.125000: !slots 12000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:09.318000: ['O', 'Q', 'O']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:09.541000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:13.035000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:13.236000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:19.934000: !slots 46000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:20.118000: ['X', 'Q', 'Q']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:20.386000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:28.998000: !slots 70000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:29.219000: ['X', 'O', 'X']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:29.498000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:32.721000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:32.985000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:41.385000: !slots 270000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:41.519000: ['O', 'X', 'O']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:41.837000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:47.755000: !slots 500000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:48.005000: ['O', 'X', 'Q']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:48.241000: Prohrál si :( <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:51.558000: !slots
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:51.738000: Zadej částku
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:55.672000: !bak
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:55.874000: Neznámý příkaz
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:34:57.637000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:34:57.839000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:07.920000: !slots 300000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:08.147000: ['X', 'X', 'O']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:08.469000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:13.604000: !slots 500000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:13.803000: ['O', 'Q', 'O']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:14.328000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:19.986000: !slots 1000000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:20.210000: ['Q', 'X', 'X']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:20.451000: Vyhrál jsi :) <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:24.003000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:24.217000: 
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:44.331000: !slots 3000000
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:44.677000: ['Q', 'O', 'X']
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:44.994000: Prohrál si :( <@798816012027559936>
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:47.931000: !slots
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:48.118000: Zadej částku
[MaxWorld5] | [ovládání-music-botů] | [Danix25#8367] @ 2021-05-24 12:35:50.929000: !bal
[MaxWorld5] | [ovládání-music-botů] | [FlashWolf#2907] @ 2021-05-24 12:35:51.125000: 
[MaxWorld5] | [memes] | [Danix25#8367] @ 2021-05-24 12:36:58.280000: !meme
[MaxWorld5] | [memes] | [FlashWolf#2907] @ 2021-05-24 12:36:59.318000: 
[MaxWorld5] | [memes] | [Danix25#8367] @ 2021-05-24 12:37:24.948000: !meme
[MaxWorld5] | [memes] | [FlashWolf#2907] @ 2021-05-24 12:37:26.066000: 
[MaxWorld5] | [memes] | [Danix25#8367] @ 2021-05-24 12:37:29.287000: !meme
[MaxWorld5] | [memes] | [FlashWolf#2907] @ 2021-05-24 12:37:30.283000: 
[MaxWorld5] | [flashwolf-příkazy] | [Danix25#8367] @ 2021-05-24 12:37:39.092000: !help
[MaxWorld5] | [flashwolf-příkazy] | [FlashWolf#2907] @ 2021-05-24 12:37:39.266000: 
[MaxWorld5] | [flashwolf-příkazy] | [Rythm#3722] @ 2021-05-24 12:37:39.336000: 
[MaxWorld5] | [flashwolf-příkazy] | [MEE6#4876] @ 2021-05-24 12:37:39.325000: 
[MaxWorld5] | [flashwolf-příkazy] | [Danix25#8367] @ 2021-05-24 12:37:45.183000: !kick
[MaxWorld5] | [flashwolf-příkazy] | [Danix25#8367] @ 2021-05-24 12:37:48.291000: !ban
[MaxWorld5] | [flashwolf-příkazy] | [Danix25#8367] @ 2021-05-24 12:38:53.579000: !add <#792746192793894914> https://www.youtube.com/watch?v=CJ1W-5P9xg0
[MaxWorld5] | [flashwolf-příkazy] | [FlashWolf#2907] @ 2021-05-24 12:38:54.231000: <@798816012027559936> abyste mohli používat tento příkaz, musíte být administrátorem serveru.
[MaxWorld5] | [flashwolf-příkazy] | [MEE6#4876] @ 2021-05-24 12:38:55.416000: <:CHECK6:403540120181145611> **jebaited  česky. 30min verze** successfully added!
[MaxWorld5] | [flashwolf-příkazy] | [Danix25#8367] @ 2021-05-24 12:39:12.801000: !clear 100
[MaxWorld5] | [flashwolf-příkazy] | [Rythm#3722] @ 2021-05-24 12:39:13.109000: <:x2:814990341052432435> **You have to be in a voice channel to use this command.**
[MaxWorld5] | [flashwolf-příkazy] | [MEE6#4876] @ 2021-05-24 12:39:13.175000: <:XMARK6:403540169992568833> **Danix25**, you can't use that.
[MaxWorld5] | [flashwolf-příkazy] | [FlashWolf#2907] @ 2021-05-24 12:39:13.297000: Bylo smazáno **100** zpráv. Uživatelem **Danix25#8367**
[MaxWorld5] | [flashwolf-příkazy] | [Danix25#8367] @ 2021-05-24 12:39:56.795000: !help
[MaxWorld5] | [flashwolf-příkazy] | [Rythm#3722] @ 2021-05-24 12:39:57.061000: 
[MaxWorld5] | [flashwolf-příkazy] | [MEE6#4876] @ 2021-05-24 12:39:57.029000: 
[MaxWorld5] | [flashwolf-příkazy] | [FlashWolf#2907] @ 2021-05-24 12:39:57.087000: 
